Data Aktual,Data Prediksi
anoman,anoman,anoman,anoman,anoman,anoman,anoman,anoman,anoman,anoman,anoman,anoman,arjuna,baladewa,bima,buta,buta,buta,buta,buta,cakil,cakil,cakil,cakil,cakil,cakil,cakil,cakil,cakil,cakil,cakil,cakil,durna,dursasana,dursasana,duryudana,gatotkaca,kresna,kresna,nakula_sadewa,nakula_sadewa,nakula_sadewa,nakula_sadewa,nakula_sadewa,nakula_sadewa,nakula_sadewa,nakula_sadewa,nakula_sadewa,nakula_sadewa,nakula_sadewa,nakula_sadewa,semar,sengkuni,togog
anoman,anoman,anoman,anoman,anoman,bima,bima,anoman,anoman,bima,anoman,anoman,puntadewa,baladewa,dursasana,buta,buta,duryudana,buta,buta,cakil,cakil,anoman,baladewa,cakil,dursasana,cakil,cakil,sengkuni,dursasana,kresna,cakil,durna,dursasana,dursasana,kresna,gatotkaca,kresna,kresna,nakula_sadewa,semar,nakula_sadewa,buta,nakula_sadewa,nakula_sadewa,nakula_sadewa,buta,nakula_sadewa,nakula_sadewa,nakula_sadewa,semar,semar,sengkuni,bagong
